NC Code,Distiller,Brand Name,Age,Proof,Size,Retail Price,MB Price
"63-238","Campari America","Carolans Finest Irish Cream","","34","1.75L","22.9500","31.7000",
"63-240","Campari America","Carolans Finest Irish Cream","","34",".75L","11.9500","15.7000",
"63-259","Diageo NA","Emmets Irish Cream","","34",".75L","10.9500","14.7000",
"63-276","Monsieur Henri","Ryan's Irish Cream","","34","1.75L","19.9500","28.7000",
"63-277","Monsieur Henri","Ryan's Irish Cream","","34",".75L","10.9500","14.7000",
"63-314","US Distilled Products","Plomari Ouzo","","84",".75L","14.9500","18.7000",
"63-330","Bacardi","DiSaronno Amaretto","","56","1.75L","43.9500","52.7000",
"63-331","Bacardi","DiSaronno Amaretto","","56",".75L","21.9500","25.7000",
"63-333","Bacardi","DiSaronno Amaretto","","56",".375L","13.4500","15.3300",
"63-338","Heaven Hill","Basilica Amaretto","","48",".75L","9.9500","13.7000",
"63-367","Kobrand Spirits","Alize Red Passion","","32",".75L","17.4500","21.2000",
"63-368","Kobrand Spirits","Alize Red Passion","","32",".375L","11.4500","13.3300",
"63-371","Kobrand Spirits","Alize","","32",".75L","17.4500","21.2000",
"63-372","Kobrand Spirits","Alize","","32",".375L","11.4500","13.3300",
"63-380","Kobrand Spirits","Alize Bleu","","32",".75L","17.4500","21.2000",
"63-403","Sazerac","Chateau Monet","","33",".75L","16.9500","20.7000",
"63-404","Campari America","Campari","","48",".75L","29.9500","33.7000",
"63-409","Brown - Forman","Chambord Royale","","33",".75L","33.9500","37.7000",
"63-411","Brown - Forman","Chambord Royale","","33",".375L","19.9500","21.8300",
"63-448","MHW/ Cadre Noir Imports","Combier Liqueur D’Orange Triple Sec","","80",".75L","33.9500","37.7000",
"63-450","Monsieur Henri","Gran Gala Triple Orange Liqueur","","80",".75L","18.9500","22.7000",
"63-455","Remy Cointreau","Cointreau","","80",".75L","34.9500","38.7000",
"63-458","Remy Cointreau","Cointreau","","80",".375L","19.9500","21.8300",
"63-489","Campari America","Frangelico","","40",".75L","25.9500","29.7000",
"63-493","Campari America","Frangelico","","40",".375L","15.4500","17.3300",
"63-519","Campari America","Irish Mist Liqueur","","70",".75L","27.9500","31.7000",
"63-561","Castle Brands","Pallini Limoncello","","52",".75L","23.9500","27.7000",
"63-573","Sazerac NA","Caravella Limoncello","","56",".75L","22.5000","26.2500",
"63-639","Remy Cointreau","Metaxa Ouzo","","80",".75L","15.9500","19.7000",
"63-646","Campari America","Midori Melon","","40",".75L","21.9500","25.7000",
"63-654","Diageo NA","Nuvo","","30",".75L","24.9500","28.7000",
"63-655","Diageo NA","Nuvo","","30",".375L","16.9500","18.8300",
"63-657","Diageo NA","Nuvo Lemon Sorbet","","50",".75L","25.9500","29.7000",
"63-664","Pernod Ricard","Pernod","","80",".75L","31.9500","35.7000",
"63-666","Diageo NA","Black Haus","","80",".75L","21.9500","25.7000",
"63-672","Diageo NA","Pimm's Cup No. 1","","50",".75L","15.9500","19.7000",
"63-693","Sazerac","Gold Rush Cinnamon Schnapps","","76",".75L","16.9500","20.7000",
"63-701","Diageo NA","Goldschlager Cinnamon Schnapps","","87",".75L","21.9500","25.7000",
"63-702","Diageo NA","Goldschlager Cinnamon Schnapps","","87",".375L","12.4500","14.3300",
"63-704","Sazerac","Dr. McGillicuddy's Mentholmint","","48",".75L","12.9500","16.7000",
"63-713","Sazerac","Ice 101 Peppermint Schnapps","","101",".75L","16.9500","20.7000",
"63-718","Diageo NA","Rumple Minze Peppermint Schnapps","","100",".75L","21.9500","25.7000",
"63-732","Sazerac NA","Sambuca Di Amore","","84",".75L","13.9500","17.7000",
"63-738","Diageo NA","Romana Sambuca","","84",".75L","21.9500","25.7000",
"63-805","MHW/ Leblon","Leblon Cachaca","","80",".75L","27.1000","30.8500",
"63-820","Brown - Forman","Tuaca","","70",".75L","24.9500","28.7000",
"63-861","Diageo NA","Yukon Jack","","100",".75L","21.9500","25.7000",
"63-879","Sazerac","Fireball Cinnamon Whiskey","","66","1.75L","29.9500","38.7000",
"63-880","Sazerac","Fireball Cinnamon Whisky","","66",".75L","15.9500","19.7000",
"63-881","Sazerac","Fireball Cinnamon Whiskey","","66",".375L","7.9500","9.8300",
"63-958","Sazerac","La Belle Orange","","80",".75L","20.9500","24.7000",
"63-960","William Grant","Solerno Liqueur","","80",".75L","34.9500","38.7000",
"63-972","Heaven Hill","Harlequin Orange Liq. w/ Cognac","","80",".75L","19.2500","23.0000",
"63-984","Maurice Cooper","Domaine de Canton","","56",".75L","29.9500","33.7000",
"63-990","W. J. Deutsch & Sons","Villa Massa Limoncello di Sorrento","","60",".75L","29.9500","33.7000",
"64-038","W. J. Deutsch & Sons","Licor 43","","62",".75L","23.9500","27.7000",
"64-043","Campari America","X Rated Fusion Liqueur","","34",".75L","27.9500","31.7000",
"64-044","Campari America","X Rated Fusion Liqueur","","34",".375L","14.9500","16.8300",
"64-050","McCormick","Tequila Rose","","30",".75L","20.9500","24.7000",
"64-052","Sazerac NA","Montezuma Blue","","80",".75L","6.9500","10.7000",
"64-054","McCormick","Hot Rose","","30",".75L","20.9500","24.7000",
"64-062","Luxco","Juarez Gold DSS","","80",".75L","6.9500","10.7000",
"64-148","Carolina One","Everglo Vodka & Tequila","","40",".75L","24.9500","28.7000",
"64-150","Patron Spirits","Patron XO Cafe","","70","1.75L","49.9500","58.7000",
"64-151","Patron Spirits","Patron XO Cafe","","70",".75L","26.9500","30.7000",
"64-152","Patron Spirits","Patron XO Cafe","","70",".375L","15.9500","17.8300",
"64-153","Patron Spirits","Patron XO Cafe w/o box","","70",".75L","26.9500","30.7000",
"64-155","Patron Spirits","Patron XO Cafe Dark Cocoa","","60",".75L","26.9500","30.7000",
"64-702","Diageo NA","Jose Cuervo Especial Silver","","80","1.75L","29.9500","38.7000",
"64-703","Diageo NA","Jose Cuervo Especial Silver","","80",".75L","18.9500","22.7000",
"64-704","Diageo NA","Jose Cuervo Especial Silver","","80",".375L","9.9500","11.8300",
"64-706","Bacardi","Cazadores Blanco","","80",".75L","26.9500","30.7000",
"64-712","Campari America","Cabo Wabo Blanco","","80",".75L","34.9500","38.7000",
"64-722","Heaven Hill","Aristocrat Supreme Teq White","","80","1.75L","22.4500","31.2000",
"64-724","Heaven Hill","Aristocrat Supreme Teq White","","80",".75L","8.9500","12.7000",
"64-769","Diageo NA","Jose Cuervo Tradicional","","80","1.75L","39.9500","48.7000",
"64-770","Diageo NA","Jose Cuervo Tradicional","","80",".75L","19.9500","23.7000",
"64-776","Diageo NA","Jose Cuervo Tradicional Silver","","80",".75L","19.9500","23.7000",
"64-787","Monsieur Henri","Margaritaville Silver","","80",".75L","15.9500","19.7000",
"64-790","Diageo NA","Don Julio Blanco","","80",".75L","39.9500","43.7000",
"64-793","William Grant","Milagro Silver","","80",".75L","31.9500","35.7000",
"64-795","William Grant","Milagro Select Barrel Resv Silver","","80",".75L","54.9500","58.7000",
"64-798","White Rock","El Chico","","80",".75L","10.9500","14.7000",
"64-804","Brown - Forman","El Jimador Blanco","","80","1.75L","29.9500","38.7000",
"64-805","Brown - Forman","El Jimador Blanco","","80",".75L","19.9500","23.7000",
"64-807","Jim Beam Brands","Sauza Hornitos Plata","","80","1.75L","39.9500","48.7000",
"64-808","Jim Beam Brands","Sauza Hornitos Plata","","80",".75L","25.9500","29.7000",
"64-817","Sazerac NA","El Toro Silver","","80",".75L","8.9500","12.7000",
"64-830","Brown - Forman","Herradura Silver","","80",".75L","39.9500","43.7000",
"64-840","Pernod Ricard","Avion Silver","","80",".75L","44.9500","48.7000",
"64-845","Bacardi","Corzo Silver","","80",".75L","39.9500","43.7000",
"64-866","Monsieur Henri","Corazon Blanco De Agave","","80",".75L","27.9500","31.7000",
"64-880","Luxco","Juarez Silver","","80",".75L","8.9000","12.6500",
"64-889","Sans Wine & Spirits","El Ultimo Agave Blanco","","80",".75L","19.9500","23.7000",
"64-923","Sazerac NA","Montezuma Teq White","","80","1.75L","23.9500","32.7000",
"64-925","Sazerac NA","Montezuma Teq White","","80",".75L","10.7500","14.5000",
"64-937","E & J Gallo Winery","Familia Camarena Silver","","80",".75L","20.9500","24.7000",
"65-010","McCormick","Pancho Villa White","","80",".75L","8.9500","12.7000",
"65-014","Patron Spirits","Patron Silver w/o Box","","80",".75L","47.9500","51.7000",
"65-016","Patron Spirits","Gran Patron Platinum","006Y","80",".75L","199.9500","203.7000",
"65-018","Patron Spirits","Patron Silver","001M","80","1.75L","99.9500","108.7000",
"65-019","Patron Spirits","Patron Silver","","80",".75L","47.9500","51.7000",
"65-020","Patron Spirits","Patron Silver","","80",".375L","23.9500","25.8300",
"65-021","Proximo Spirits","1800 Silver","","80","1.75L","39.9500","48.7000",
"65-022","Proximo Spirits","1800 Silver","","80",".75L","29.9500","33.7000",
"65-023","Proximo Spirits","1800 Silver","","80",".375L","14.9500","16.8300",
"65-025","Proximo Spirits","1800 Select Silver 100","","100",".75L","31.9500","35.7000",
"65-028","Proximo Spirits","1800 Coconut","","80",".75L","29.9500","33.7000",
"65-029","Proximo Spirits","1800 Coconut","","80",".375L","14.9500","16.8300",
"65-040","Brown - Forman","Pepe Lopez Silver","","80","1.75L","23.9500","32.7000",
"65-042","Brown - Forman","Pepe Lopez Silver","","80",".75L","12.9500","16.7000",
"65-047","Heaven Hill","Lunazul Blanco","","80","1.75L","34.9500","43.7000",
"65-048","Heaven Hill","Lunazul Blanco","","80",".75L","19.9500","23.7000",
"65-072","Jim Beam Brands","Sauza Blue Silver Tequila","","80",".75L","19.9500","23.7000",
"65-074","Jim Beam Brands","Sauza Blanco","","80","1.75L","24.9500","33.7000",
"65-075","Jim Beam Brands","Sauza Blanco","","80",".75L","16.9500","20.7000",
"65-082","Jim Beam Brands","Sauza Tres Generaciones Plata","","80",".75L","39.9500","43.7000",
"65-104","McCormick","Tarantula Azul Co-Pk","","70",".75L","19.9500","23.7000",
"65-113","MHW/ Extraordinario Brands","Tradicion Azul Tequila Blanco","","109",".75L","26.9500","26.9500",
"65-128","Heaven Hill","Two Fingers Silver","","80","1.75L","25.9500","34.7000",
"65-130","Heaven Hill","Two Fingers Silver","","80",".75L","14.9500","18.7000",
"65-133","Heaven Hill","Two Fingers Silver","","80",".375L","6.9500","8.8300",
"65-165","Campari America","Espolon Blanco","006M","80",".75L","24.9500","28.7000",
"65-174","Heartland Wine & Spirits","30-30 Tequila Reposado","","80",".75L","19.9500","23.7000",
"65-184","Jim Beam Brands","Sauza Extra Gold","","80","1.75L","29.9500","38.7000",
"65-185","Jim Beam Brands","Sauza Extra Gold","","80",".75L","16.9500","20.7000",
"65-187","Jim Beam Brands","Sauza Conmemorativo","","80",".75L","19.9500","23.7000",
"65-188","Jim Beam Brands","Sauza Hornitos Reposado","","80",".75L","25.9500","29.7000",
"65-190","Jim Beam Brands","Sauza Hornitos Reposado","","80","1.75L","39.9500","48.7000",
"65-192","Jim Beam Brands","Sauza Tres Generaciones Anejo","","80",".75L","44.9500","48.7000",
"65-196","Proximo Spirits","1800 Reposado","006M","80","1.75L","39.9500","48.7000",
"65-197","Proximo Spirits","1800 Reposado","","80",".75L","29.9500","33.7000",
"65-199","Proximo Spirits","1800 Reposado","006M","80",".375L","16.9500","18.8300",
"65-202","Diageo NA","Jose Cuervo Especial Gold","","80","1.75L","34.9500","43.7000",
"65-204","Diageo NA","Jose Cuervo Especial Gold","","80",".75L","20.9500","24.7000",
"65-206","Diageo NA","Jose Cuervo Especial Gold","","80",".375L","9.9500","11.8300",
"65-208","Proximo Spirits","1800 Anejo","001Y","80",".75L","33.9500","37.7000",
"65-215","Diageo NA","Jose Cuervo Black Medallion","","80","1.75L","39.9500","48.7000",
"65-216","Diageo NA","Jose Cuervo Black Medallion","","80",".75L","23.9500","27.7000",
"65-219","Monsieur Henri","Margaritaville Gold","","80","1.75L","27.9500","36.7000",
"65-220","Monsieur Henri","Margaritaville Gold","","80",".75L","15.9500","19.7000",
"65-222","Brown - Forman","El Jimador Reposado","","80","1.75L","34.9500","43.7000",
"65-223","Brown - Forman","El Jimador Reposado","","80",".75L","19.9500","23.7000",
"65-224","Brown - Forman","El Jimador Reposado","","80",".375L","9.9500","11.8300",
"65-225","Sazerac NA","El Toro Gold","","80",".75L","8.9500","12.7000",
"65-232","Diageo NA","Don Julio Reposado","","80",".75L","43.9500","47.7000",
"65-235","Diageo NA","Don Julio Anejo","","80",".75L","51.9500","55.7000",
"65-246","William Grant","Milagro Reposado","","80",".75L","34.9500","38.7000",
"65-254","Luxco","Juarez Gold","","80","1.75L","23.9500","32.7000",
"65-255","Luxco","Juarez Gold","","80",".75L","8.9000","12.6500",
"65-277","Jim Beam Brands","Sauza Cein Anos 100 Reposado","","80",".75L","19.9500","23.7000",
"65-279","Sazerac NA","Montezuma Teq Gold","","80","1.75L","22.9500","31.7000",
"65-281","Sazerac NA","Montezuma Teq Gold","","80",".75L","10.7500","14.5000",
"65-288","Sazerac NA","Monte Alban Mezcal Con Gusano","","80",".75L","24.9500","28.7000",
"65-290","Sazerac NA","Monte Alban Mezcal Con Gusano","","80",".375L","14.4500","16.3300",
"65-297","Patron Spirits","Patron Anejo","","80",".75L","54.9500","58.7000",
"65-298","Patron Spirits","Patron Anejo","","80",".375L","29.9500","31.8300",
"65-303","Patron Spirits","Patron Reposado","","80",".75L","49.9500","53.7000",
"65-304","Patron Spirits","Patron Reposado","","80",".375L","26.9500","28.8300",
"65-316","McCormick","Pancho Villa Gold","","80",".75L","8.9500","12.7000",
"65-321","Brown - Forman","Pepe Lopez De Oro","","80","1.75L","23.9500","32.7000",
"65-323","Brown - Forman","Pepe Lopez De Oro","","80",".75L","12.9500","16.7000",
"65-349","Heaven Hill","Two Fingers Gold","","80","1.75L","25.9500","34.7000",
"65-351","Heaven Hill","Two Fingers Gold","","80",".75L","14.9500","18.7000",
"65-354","Campari America","Cabo Wabo Anejo","001Y","80",".75L","44.9500","48.7000",
"65-359","Campari America","Cabo Wabo","001Y","80",".75L","39.9500","43.7000",
"65-362","Wilson Daniels","Corralejo Reposado","","80",".75L","29.9500","33.7000",
"65-370","Bacardi","Cazadores Reposado","","80","1.75L","59.9500","68.7000",
"65-371","Bacardi","Cazadores Reposado","","80",".75L","29.9500","33.7000",
"65-375","Bacardi","Cazadores Anejo","","80",".75L","34.9500","38.7000",
"65-378","Brown - Forman","Herradura Anejo","","80",".75L","46.9500","50.7000",
"65-383","Hexa Partners","Mi Cosecha","002M","80","1.75L","25.2000","33.9500",
"65-386","Hexa Partners","Degollado Gold","002M","80","1.75L","24.7000","33.4500",
"65-392","Brown - Forman","Herradura Reposado","","80",".75L","42.9500","46.7000",
"65-404","Heaven Hill","Aristocrat Supreme Teq Gold","","80","1.75L","22.4500","31.2000",
"65-405","Heaven Hill","Aristocrat Supreme Teq Gold","","80",".75L","8.9500","12.7000",
"65-411","Monsieur Henri","Corazon Reposado De Agave","","80",".75L","31.9500","35.7000",
"65-418","Heaven Hill","Lunazul Reposado","","80","1.75L","34.9500","43.7000",
"65-419","Heaven Hill","Lunazul Reposado","","80",".75L","19.9500","23.7000",
"65-459","Heaven Hill","Lunazul Anejo","","80",".75L","21.9500","25.7000",
"65-471","Naturel West","Buen Amigo Oro","","80",".75L","10.9500","14.7000",
"65-480","Campari America","Espolon Reposado Tequila","001Y","80",".75L","25.9500","29.7000",
"65-524","Tequila Tino Imports","Galera Vieja Anejo","012M","80",".75L","29.9500","33.7000",
"65-538","E & J Gallo Winery","Familia Camarena Reposado","","80",".75L","22.9500","26.7000",
"65-555","Diageo NA","Matador Gold","","80",".75L","8.9000","12.6500",
"65-584","Proximo Spirits","Maestro Dobel Tequila","","80",".75L","49.9500","53.7000",
"65-597","Sans Wine & Spirits","El Ultimo Anejo","","80",".75L","25.9500","29.7000",
"65-600","Sans Wine & Spirits","El Ultimo Reposado","","80",".75L","19.9500","23.7000",
"66-130","Howling Moon","Howling Moon","","100",".75L","23.9500","27.7000",
